"","midptage","age","sex","location","cause","avgIR","avgCF","year"
"494",27,"25 to 29","Male","Global","Intracerebral hemorrhage",2.98925364958485e-05,0.0325028516288282,2015
"495",27,"25 to 29","Male","Global","Ischemic heart disease",7.7735140867561e-05,0.0596452127377751,2015
"496",27,"25 to 29","Male","Global","Ischemic stroke",4.97389473494871e-06,0.0024314377009851,2015
"497",32,"30 to 34","Female","Global","Hypertensive heart disease",6.93167803312687e-06,0.0523128224240157,2015
"498",32,"30 to 34","Female","Global","Intracerebral hemorrhage",3.00812540700414e-05,0.0198844565137665,2015
"499",32,"30 to 34","Female","Global","Ischemic heart disease",6.32426853571226e-05,0.0266458738014547,2015
"500",32,"30 to 34","Female","Global","Ischemic stroke",6.45939916075941e-06,0.00184269508426966,2015
"501",32,"30 to 34","Male","Global","Hypertensive heart disease",8.13027346648926e-06,0.0443471304487329,2015
"502",32,"30 to 34","Male","Global","Intracerebral hemorrhage",5.47424715477123e-05,0.0419682389421867,2015
"503",32,"30 to 34","Male","Global","Ischemic heart disease",0.000153807633385547,0.0522993789107259,2015
"504",32,"30 to 34","Male","Global","Ischemic stroke",8.58635361030405e-06,0.0033428492846322,2015
"505",37,"35 to 39","Female","Global","Hypertensive heart disease",1.25007752580833e-05,0.0539205714584973,2015
"506",37,"35 to 39","Female","Global","Intracerebral hemorrhage",5.53035176784725e-05,0.0276363419017556,2015
"507",37,"35 to 39","Female","Global","Ischemic heart disease",9.90807365044316e-05,0.0222955402637349,2015
"508",37,"35 to 39","Female","Global","Ischemic stroke",1.09867759051336e-05,0.00248822144538097,2015
"509",37,"35 to 39","Male","Global","Hypertensive heart disease",1.52367927269242e-05,0.0497659147778078,2015
"510",37,"35 to 39","Male","Global","Intracerebral hemorrhage",0.000101934669858594,0.0526759177577667,2015
"511",37,"35 to 39","Male","Global","Ischemic heart disease",0.000275160250473033,0.0468520332062844,2015
"512",37,"35 to 39","Male","Global","Ischemic stroke",1.53723868958809e-05,0.00457980538683276,2015
"513",42,"40 to 44","Female","Global","Hypertensive heart disease",2.29477518201029e-05,0.0497613199567781,2015
"514",42,"40 to 44","Female","Global","Intracerebral hemorrhage",0.000108218520371342,0.0396769425030034,2015
"515",42,"40 to 44","Female","Global","Ischemic heart disease",0.0001784236269266,0.0224124056706944,2015
"516",42,"40 to 44","Female","Global","Ischemic stroke",2.18089971106487e-05,0.00376983858198934,2015
"517",42,"40 to 44","Male","Global","Hypertensive heart disease",3.1020167538935e-05,0.0515623831618437,2015
"518",42,"40 to 44","Male","Global","Intracerebral hemorrhage",0.000203413025560819,0.0691770802370884,2015
"519",42,"40 to 44","Male","Global","Ischemic heart disease",0.000495754719051065,0.0436117679628294,2015
"520",42,"40 to 44","Male","Global","Ischemic stroke",3.24642018256878e-05,0.00699803183768729,2015
"521",47,"45 to 49","Female","Global","Hypertensive heart disease",4.57257654838268e-05,0.0406103365987107,2015
"522",47,"45 to 49","Female","Global","Intracerebral hemorrhage",0.000211309385196754,0.0540745868168671,2015
"523",47,"45 to 49","Female","Global","Ischemic heart disease",0.000334934292283257,0.0248483418171524,2015
"524",47,"45 to 49","Female","Global","Ischemic stroke",4.33967598057973e-05,0.00530274381901517,2015
"525",47,"45 to 49","Male","Global","Hypertensive heart disease",5.79552100133222e-05,0.0401144748899966,2015
"526",47,"45 to 49","Male","Global","Intracerebral hemorrhage",0.000355780772423034,0.0779334256378591,2015
"527",47,"45 to 49","Male","Global","Ischemic heart disease",0.000915456765684824,0.0426979992053647,2015
"528",47,"45 to 49","Male","Global","Ischemic stroke",7.83634869735174e-05,0.0110727611858524,2015
"529",52,"50 to 54","Female","Global","Hypertensive heart disease",8.31183917701485e-05,0.0432008918798234,2015
"530",52,"50 to 54","Female","Global","Intracerebral hemorrhage",0.000363010851645278,0.0661199743107658,2015
"531",52,"50 to 54","Female","Global","Ischemic heart disease",0.000558962628996615,0.0250525430104668,2015
"532",52,"50 to 54","Female","Global","Ischemic stroke",8.6238730389644e-05,0.00710352631069488,2015
"533",52,"50 to 54","Male","Global","Hypertensive heart disease",0.000105265021234782,0.042471996524991,2015
"534",52,"50 to 54","Male","Global","Intracerebral hemorrhage",0.000593464367949396,0.0876342063093755,2015
"535",52,"50 to 54","Male","Global","Ischemic heart disease",0.00158649513733881,0.0404750669922743,2015
"536",52,"50 to 54","Male","Global","Ischemic stroke",0.000167027052846783,0.0148383029895785,2015
"537",57,"55 to 59","Female","Global","Hypertensive heart disease",0.000136777303998928,0.0527796548962821,2015
"538",57,"55 to 59","Female","Global","Intracerebral hemorrhage",0.000576229912006867,0.0809372383620439,2015
"539",57,"55 to 59","Female","Global","Ischemic heart disease",0.000957195974649171,0.0254657303531414,2015
"540",57,"55 to 59","Female","Global","Ischemic stroke",0.000170745548435255,0.00904732429842297,2015
"541",57,"55 to 59","Male","Global","Hypertensive heart disease",0.000169453457791297,0.050469191443757,2015
"542",57,"55 to 59","Male","Global","Intracerebral hemorrhage",0.000963917577086327,0.104291744842467,2015
"543",57,"55 to 59","Male","Global","Ischemic heart disease",0.00252802370028192,0.0368496506956402,2015
"544",57,"55 to 59","Male","Global","Ischemic stroke",0.000331306067149551,0.0181513416869803,2015
"545",62,"60 to 64","Female","Global","Hypertensive heart disease",0.000233721877911193,0.0573557782506109,2015
"546",62,"60 to 64","Female","Global","Intracerebral hemorrhage",0.000931470868238814,0.110130373261556,2015
"547",62,"60 to 64","Female","Global","Ischemic heart disease",0.00176987580056102,0.0298249068126397,2015
"548",62,"60 to 64","Female","Global","Ischemic stroke",0.000457606338949288,0.0160177589489158,2015
"549",62,"60 to 64","Male","Global","Hypertensive heart disease",0.000286293826963803,0.0546269478454815,2015
"550",62,"60 to 64","Male","Global","Intracerebral hemorrhage",0.00149600717066147,0.13618935991868,2015
"551",62,"60 to 64","Male","Global","Ischemic heart disease",0.00402217054545134,0.0358910812563617,2015
"552",62,"60 to 64","Male","Global","Ischemic stroke",0.000839510754560106,0.0300328066004288,2015
"553",67,"65 to 69","Female","Global","Hypertensive heart disease",0.000428227548789494,0.0460995874602065,2015
"554",67,"65 to 69","Female","Global","Intracerebral hemorrhage",0.00161222731351128,0.185658391914679,2015
"555",67,"65 to 69","Female","Global","Ischemic heart disease",0.00322947070931955,0.0325866089400222,2015
"556",67,"65 to 69","Female","Global","Ischemic stroke",0.000908665180067354,0.0215806610550668,2015
"557",67,"65 to 69","Male","Global","Hypertensive heart disease",0.000459837338232021,0.0400002566645182,2015
"558",67,"65 to 69","Male","Global","Intracerebral hemorrhage",0.00235980347653199,0.215085330584924,2015
"559",67,"65 to 69","Male","Global","Ischemic heart disease",0.00642315392837919,0.0341506851150341,2015
"560",67,"65 to 69","Male","Global","Ischemic stroke",0.00153270900591642,0.0387334850397378,2015
"561",72,"70 to 74","Female","Global","Hypertensive heart disease",0.0007850268676848,0.0501082009598281,2015
"562",72,"70 to 74","Female","Global","Intracerebral hemorrhage",0.00225298552713981,0.289383596801826,2015
"563",72,"70 to 74","Female","Global","Ischemic heart disease",0.00632519769166011,0.0413057845739095,2015
"564",72,"70 to 74","Female","Global","Ischemic stroke",0.00248585996364794,0.0415393201138211,2015
"565",72,"70 to 74","Male","Global","Hypertensive heart disease",0.000803783632637807,0.0421536301499516,2015
"566",72,"70 to 74","Male","Global","Intracerebral hemorrhage",0.00331424098994529,0.351316058534282,2015
"567",72,"70 to 74","Male","Global","Ischemic heart disease",0.0109955809222165,0.0401497805966559,2015
"568",72,"70 to 74","Male","Global","Ischemic stroke",0.00344657979841793,0.0643415954395091,2015
"569",77,"75 to 79","Female","Global","Hypertensive heart disease",0.00141023325615435,0.0634547115038627,2015
"570",77,"75 to 79","Female","Global","Intracerebral hemorrhage",0.00371320794130429,0.535025384832619,2015
"571",77,"75 to 79","Female","Global","Ischemic heart disease",0.0114044561566808,0.0535438005252012,2015
"572",77,"75 to 79","Female","Global","Ischemic stroke",0.0048485894857761,0.0614000556417322,2015
"573",77,"75 to 79","Male","Global","Hypertensive heart disease",0.00139649665454219,0.0541140681127255,2015
"574",77,"75 to 79","Male","Global","Intracerebral hemorrhage",0.00525147701755804,0.701154678749384,2015
"575",77,"75 to 79","Male","Global","Ischemic heart disease",0.0184680135433632,0.0490724534077799,2015
"576",77,"75 to 79","Male","Global","Ischemic stroke",0.00614291450618658,0.0907028201147321,2015
"577",82,"80 to 84","Female","Global","Hypertensive heart disease",0.00270687807068329,0.0884707759196542,2015
"578",82,"80 to 84","Female","Global","Intracerebral hemorrhage",0.00496879539453634,0.765980460294927,2015
"579",82,"80 to 84","Female","Global","Ischemic heart disease",0.0230295067763589,0.0828590957512715,2015
"580",82,"80 to 84","Female","Global","Ischemic stroke",0.0105129810527805,0.110738471364888,2015
"581",82,"80 to 84","Male","Global","Hypertensive heart disease",0.0025950468342121,0.0785722283327252,2015
"582",82,"80 to 84","Male","Global","Intracerebral hemorrhage",0.00685205630891201,0.99,2015
"583",82,"80 to 84","Male","Global","Ischemic heart disease",0.0346821122534207,0.0711156743130389,2015
"584",82,"80 to 84","Male","Global","Ischemic stroke",0.0119257490940384,0.153150663032029,2015
"585",87,"85 to 89","Female","Global","Hypertensive heart disease",0.00489859395346617,0.102259686404869,2015
"586",87,"85 to 89","Female","Global","Intracerebral hemorrhage",0.00693788453570536,0.99,2015
"587",87,"85 to 89","Female","Global","Ischemic heart disease",0.0412497444218712,0.133331071971434,2015
"588",87,"85 to 89","Female","Global","Ischemic stroke",0.0174947261562722,0.175156012737086,2015
"589",87,"85 to 89","Male","Global","Hypertensive heart disease",0.00486804928257821,0.105316851515224,2015
"590",87,"85 to 89","Male","Global","Intracerebral hemorrhage",0.0101099238515766,0.99,2015
"591",87,"85 to 89","Male","Global","Ischemic heart disease",0.0642920629564079,0.11396592134138,2015
"592",87,"85 to 89","Male","Global","Ischemic stroke",0.0196156607251766,0.25451932392189,2015
"593",92,"90 to 94","Female","Global","Hypertensive heart disease",0.00895902134155111,0.130811720158436,2015
"594",92,"90 to 94","Female","Global","Intracerebral hemorrhage",0.00926346026715816,0.99,2015
"595",92,"90 to 94","Female","Global","Ischemic heart disease",0.0707691000783891,0.209455129429275,2015
"596",92,"90 to 94","Female","Global","Ischemic stroke",0.0270190344242203,0.259338002892869,2015
"597",92,"90 to 94","Male","Global","Hypertensive heart disease",0.00743181000445669,0.130582474319295,2015
"598",92,"90 to 94","Male","Global","Intracerebral hemorrhage",0.0101954055206829,0.99,2015
"599",92,"90 to 94","Male","Global","Ischemic heart disease",0.0995266933724373,0.171536755810642,2015
"600",92,"90 to 94","Male","Global","Ischemic stroke",0.0260245370573864,0.357121879635308,2015
"601",22,"20 to 24","Female","Global","Hypertensive heart disease",1.97925579874919e-06,0.11424576974965,2014
"602",22,"20 to 24","Female","Global","Intracerebral hemorrhage",1.37923373343244e-05,0.0162570044969705,2014
"603",22,"20 to 24","Female","Global","Ischemic heart disease",2.45913353615125e-05,0.0615927076321521,2014
"604",22,"20 to 24","Female","Global","Ischemic stroke",3.11710321018592e-06,0.00131877177883424,2014
"605",22,"20 to 24","Male","Global","Hypertensive heart disease",1.97850894796269e-06,0.0907391594760817,2014
"606",22,"20 to 24","Male","Global","Intracerebral hemorrhage",2.16735429628506e-05,0.0338437572699877,2014
"607",22,"20 to 24","Male","Global","Ischemic heart disease",4.23506385343734e-05,0.100201965816979,2014
"608",22,"20 to 24","Male","Global","Ischemic stroke",3.47665562427081e-06,0.00211486330288237,2014
"609",27,"25 to 29","Female","Global","Hypertensive heart disease",3.72238359678376e-06,0.0592492255131081,2014
"610",27,"25 to 29","Female","Global","Intracerebral hemorrhage",1.91458598533737e-05,0.0166267888244217,2014
"611",27,"25 to 29","Female","Global","Ischemic heart disease",3.53746610156168e-05,0.0319484814970052,2014
"612",27,"25 to 29","Female","Global","Ischemic stroke",4.13532284394336e-06,0.00145159958992158,2014
"613",27,"25 to 29","Male","Global","Hypertensive heart disease",3.82916677584036e-06,0.0446316171642152,2014
"614",27,"25 to 29","Male","Global","Intracerebral hemorrhage",2.95375475234865e-05,0.0321328545314083,2014
"615",27,"25 to 29","Male","Global","Ischemic heart disease",7.60981290859156e-05,0.0584959983933363,2014
"616",27,"25 to 29","Male","Global","Ischemic stroke",4.89240794791082e-06,0.00240849224310953,2014
"617",32,"30 to 34","Female","Global","Hypertensive heart disease",7.00596103166497e-06,0.0532364271427824,2014
"618",32,"30 to 34","Female","Global","Intracerebral hemorrhage",3.08040600354163e-05,0.0204707088665052,2014
"619",32,"30 to 34","Female","Global","Ischemic heart disease",6.32045841886471e-05,0.0266130350337296,2014
"620",32,"30 to 34","Female","Global","Ischemic stroke",6.50296348759171e-06,0.0018685582399948,2014
"621",32,"30 to 34","Male","Global","Hypertensive heart disease",8.12526977629824e-06,0.044716798724985,2014
"622",32,"30 to 34","Male","Global","Intracerebral hemorrhage",5.51106326584261e-05,0.0423713932864957,2014
"623",32,"30 to 34","Male","Global","Ischemic heart disease",0.00015559183520435,0.0528372719385569,2014
"624",32,"30 to 34","Male","Global","Ischemic stroke",8.53641761735406e-06,0.00335474461355379,2014
"625",37,"35 to 39","Female","Global","Hypertensive heart disease",1.26547777114795e-05,0.054155794023438,2014
"626",37,"35 to 39","Female","Global","Intracerebral hemorrhage",5.7018567227198e-05,0.0285879620890916,2014
"627",37,"35 to 39","Female","Global","Ischemic heart disease",9.99399731047751e-05,0.0224617972405967,2014
"628",37,"35 to 39","Female","Global","Ischemic stroke",1.12100330430475e-05,0.00255358693083813,2014
"629",37,"35 to 39","Male","Global","Hypertensive heart disease",1.52784532608922e-05,0.0494754715618698,2014
"630",37,"35 to 39","Male","Global","Intracerebral hemorrhage",0.00010398125524986,0.0538394944005267,2014
"631",37,"35 to 39","Male","Global","Ischemic heart disease",0.000275892820055367,0.0468833292243614,2014
"632",37,"35 to 39","Male","Global","Ischemic stroke",1.54561953126177e-05,0.00464169727429005,2014
"633",42,"40 to 44","Female","Global","Hypertensive heart disease",2.33649715591255e-05,0.050403379127633,2014
"634",42,"40 to 44","Female","Global","Intracerebral hemorrhage",0.000113194891986305,0.041492799545778,2014
"635",42,"40 to 44","Female","Global","Ischemic heart disease",0.000181847709995011,0.0228422718092748,2014
"636",42,"40 to 44","Female","Global","Ischemic stroke",2.23350876958786e-05,0.00387498098906592,2014
"637",42,"40 to 44","Male","Global","Hypertensive heart disease",3.12050816455446e-05,0.051695326245826,2014
"638",42,"40 to 44","Male","Global","Intracerebral hemorrhage",0.000208878787032711,0.0709807128029543,2014
"639",42,"40 to 44","Male","Global","Ischemic heart disease",0.000500207596812404,0.0439346736954659,2014
"640",42,"40 to 44","Male","Global","Ischemic stroke",3.28733721559844e-05,0.00712799552862304,2014
"641",47,"45 to 49","Female","Global","Hypertensive heart disease",4.59812990109385e-05,0.0413635334428811,2014
"642",47,"45 to 49","Female","Global","Intracerebral hemorrhage",0.000212370791632012,0.0537947313782156,2014
"643",47,"45 to 49","Female","Global","Ischemic heart disease",0.000331794216355182,0.0247998116399086,2014
"644",47,"45 to 49","Female","Global","Ischemic stroke",4.34299320513794e-05,0.00529053709316419,2014
"645",47,"45 to 49","Male","Global","Hypertensive heart disease",5.82925644618439e-05,0.0408961689659209,2014
"646",47,"45 to 49","Male","Global","Intracerebral hemorrhage",0.000355419994467967,0.0774716640224255,2014
"647",47,"45 to 49","Male","Global","Ischemic heart disease",0.000926495392129385,0.0431727835216772,2014
"648",47,"45 to 49","Male","Global","Ischemic stroke",7.82289471053107e-05,0.0110500615522969,2014
"649",52,"50 to 54","Female","Global","Hypertensive heart disease",8.28053476356822e-05,0.0425741556358982,2014
"650",52,"50 to 54","Female","Global","Intracerebral hemorrhage",0.000371247237948738,0.0673283667282638,2014
"651",52,"50 to 54","Female","Global","Ischemic heart disease",0.00055287737602176,0.0246869926710329,2014
"652",52,"50 to 54","Female","Global","Ischemic stroke",8.81256912391187e-05,0.00726334314461558,2014
"653",52,"50 to 54","Male","Global","Hypertensive heart disease",0.000105642793350188,0.0422735641807895,2014
"654",52,"50 to 54","Male","Global","Intracerebral hemorrhage",0.000613107423248838,0.0899105048525745,2014
"655",52,"50 to 54","Male","Global","Ischemic heart disease",0.00160270717129897,0.0408074672366645,2014
"656",52,"50 to 54","Male","Global","Ischemic stroke",0.000170358814723775,0.0151937392600254,2014
"657",57,"55 to 59","Female","Global","Hypertensive heart disease",0.000138746345761336,0.0540587905241066,2014
"658",57,"55 to 59","Female","Global","Intracerebral hemorrhage",0.000597550560122873,0.0831814000968925,2014
"659",57,"55 to 59","Female","Global","Ischemic heart disease",0.000973155943214225,0.0259817366753515,2014
"660",57,"55 to 59","Female","Global","Ischemic stroke",0.000176108579331653,0.00934043182967694,2014
"661",57,"55 to 59","Male","Global","Hypertensive heart disease",0.000168941201278227,0.0508664391643756,2014
"662",57,"55 to 59","Male","Global","Intracerebral hemorrhage",0.000974389433728362,0.104968314940466,2014
"663",57,"55 to 59","Male","Global","Ischemic heart disease",0.00252237777240876,0.036675127754946,2014
"664",57,"55 to 59","Male","Global","Ischemic stroke",0.000332067683064766,0.0182478892935878,2014
"665",62,"60 to 64","Female","Global","Hypertensive heart disease",0.000238310262275505,0.0582823900282446,2014
"666",62,"60 to 64","Female","Global","Intracerebral hemorrhage",0.00096519007215755,0.112527253322776,2014
"667",62,"60 to 64","Female","Global","Ischemic heart disease",0.00178858386374249,0.0301606627266159,2014
"668",62,"60 to 64","Female","Global","Ischemic stroke",0.000461237624970397,0.0162173871648756,2014
"669",62,"60 to 64","Male","Global","Hypertensive heart disease",0.00028609300203051,0.0545641513202414,2014
"670",62,"60 to 64","Male","Global","Intracerebral hemorrhage",0.00153716349197434,0.138410092234341,2014
"671",62,"60 to 64","Male","Global","Ischemic heart disease",0.00400681698293881,0.0356320612335924,2014
"672",62,"60 to 64","Male","Global","Ischemic stroke",0.000833266502047484,0.0300403214729914,2014
"673",67,"65 to 69","Female","Global","Hypertensive heart disease",0.000428039011880816,0.0465926504387333,2014
"674",67,"65 to 69","Female","Global","Intracerebral hemorrhage",0.00163806094196669,0.186737013022375,2014
"675",67,"65 to 69","Female","Global","Ischemic heart disease",0.00327875273878681,0.0328610110780782,2014
"676",67,"65 to 69","Female","Global","Ischemic stroke",0.000935802488517983,0.0221692266939451,2014
"677",67,"65 to 69","Male","Global","Hypertensive heart disease",0.000455877712627397,0.0399005639310824,2014
"678",67,"65 to 69","Male","Global","Intracerebral hemorrhage",0.0023849486160178,0.214497791467485,2014
"679",67,"65 to 69","Male","Global","Ischemic heart disease",0.00651578153589491,0.0344629054847603,2014
"680",67,"65 to 69","Male","Global","Ischemic stroke",0.0015558840195145,0.0392589425797968,2014
"681",72,"70 to 74","Female","Global","Hypertensive heart disease",0.000790402828699568,0.0503602038400193,2014
"682",72,"70 to 74","Female","Global","Intracerebral hemorrhage",0.0023307203592072,0.296863495143791,2014
"683",72,"70 to 74","Female","Global","Ischemic heart disease",0.00636757337842115,0.0416292496291286,2014
"684",72,"70 to 74","Female","Global","Ischemic stroke",0.002532813020035,0.0422198216132509,2014
"685",72,"70 to 74","Male","Global","Hypertensive heart disease",0.000800920240286375,0.0419321839206858,2014
"686",72,"70 to 74","Male","Global","Intracerebral hemorrhage",0.003432339448285,0.359518172824829,2014
"687",72,"70 to 74","Male","Global","Ischemic heart disease",0.0110798234800274,0.0403811999353917,2014
"688",72,"70 to 74","Male","Global","Ischemic stroke",0.00349308843175996,0.0652071083337065,2014
"689",77,"75 to 79","Female","Global","Hypertensive heart disease",0.00141634261814481,0.0639781250585314,2014
"690",77,"75 to 79","Female","Global","Intracerebral hemorrhage",0.00384530398681937,0.551814094826074,2014
"691",77,"75 to 79","Female","Global","Ischemic heart disease",0.0117225271876971,0.0547891379709961,2014
"692",77,"75 to 79","Female","Global","Ischemic stroke",0.00501655829853556,0.0634391422104999,2014
"693",77,"75 to 79","Male","Global","Hypertensive heart disease",0.00138086827070579,0.053709381215916,2014
"694",77,"75 to 79","Male","Global","Intracerebral hemorrhage",0.00538914623127026,0.714595463553553,2014
"695",77,"75 to 79","Male","Global","Ischemic heart disease",0.0188638016029265,0.049748851060687,2014
"696",77,"75 to 79","Male","Global","Ischemic stroke",0.00622829532425612,0.0922603369852326,2014
"697",82,"80 to 84","Female","Global","Hypertensive heart disease",0.00268424933497091,0.0878631856914249,2014
"698",82,"80 to 84","Female","Global","Intracerebral hemorrhage",0.00508185172480836,0.780495280564832,2014
"699",82,"80 to 84","Female","Global","Ischemic heart disease",0.0233453913264839,0.0839469083900256,2014
"700",82,"80 to 84","Female","Global","Ischemic stroke",0.0106985662450353,0.11268979508624,2014
"701",82,"80 to 84","Male","Global","Hypertensive heart disease",0.00253652528682609,0.0767532150928448,2014
"702",82,"80 to 84","Male","Global","Intracerebral hemorrhage",0.00692511213257545,0.99,2014
"703",82,"80 to 84","Male","Global","Ischemic heart disease",0.0349072491745393,0.0715511111677625,2014
"704",82,"80 to 84","Male","Global","Ischemic stroke",0.0119333767013569,0.153207585354041,2014
"705",87,"85 to 89","Female","Global","Hypertensive heart disease",0.00486727748276497,0.10099154946203,2014
"706",87,"85 to 89","Female","Global","Intracerebral hemorrhage",0.00717395053801777,0.99,2014
"707",87,"85 to 89","Female","Global","Ischemic heart disease",0.0414926074773397,0.134785750735372,2014
"708",87,"85 to 89","Female","Global","Ischemic stroke",0.0177389062440469,0.176514725034918,2014
"709",87,"85 to 89","Male","Global","Hypertensive heart disease",0.00475072040220931,0.101891939234708,2014
"710",87,"85 to 89","Male","Global","Intracerebral hemorrhage",0.0103954635796672,0.99,2014
"711",87,"85 to 89","Male","Global","Ischemic heart disease",0.0647673825557238,0.114442696910957,2014
"712",87,"85 to 89","Male","Global","Ischemic stroke",0.0197933041625945,0.255424630181131,2014
"713",92,"90 to 94","Female","Global","Hypertensive heart disease",0.00882671075069543,0.128142877162195,2014
"714",92,"90 to 94","Female","Global","Intracerebral hemorrhage",0.00960999539647461,0.99,2014
"715",92,"90 to 94","Female","Global","Ischemic heart disease",0.0721091151564383,0.211395190085559,2014
"716",92,"90 to 94","Female","Global","Ischemic stroke",0.0276833435458807,0.265531411069063,2014
"717",92,"90 to 94","Male","Global","Hypertensive heart disease",0.00733841994778891,0.127559000531298,2014
"718",92,"90 to 94","Male","Global","Intracerebral hemorrhage",0.0106330010532241,0.99,2014
"719",92,"90 to 94","Male","Global","Ischemic heart disease",0.100713444584049,0.17238015848284,2014
"720",92,"90 to 94","Male","Global","Ischemic stroke",0.0265069388515882,0.363044888913117,2014
"721",22,"20 to 24","Female","Global","Hypertensive heart disease",2.01276091826915e-06,0.117519117310108,2013
"722",22,"20 to 24","Female","Global","Intracerebral hemorrhage",1.40811796922499e-05,0.0167444566701699,2013
"723",22,"20 to 24","Female","Global","Ischemic heart disease",2.49545950807766e-05,0.0630008338531842,2013
"724",22,"20 to 24","Female","Global","Ischemic stroke",3.15246655754842e-06,0.00135158028243211,2013
"725",22,"20 to 24","Male","Global","Hypertensive heart disease",1.97588417345648e-06,0.0922136302108775,2013
"726",22,"20 to 24","Male","Global","Intracerebral hemorrhage",2.18473338711652e-05,0.0342356800800305,2013
"727",22,"20 to 24","Male","Global","Ischemic heart disease",4.24691659050184e-05,0.100790020994905,2013
"728",22,"20 to 24","Male","Global","Ischemic stroke",3.49111110746929e-06,0.00215573116586943,2013
"729",27,"25 to 29","Female","Global","Hypertensive heart disease",3.73255206189653e-06,0.0600912938406563,2013
"730",27,"25 to 29","Female","Global","Intracerebral hemorrhage",1.91354620482912e-05,0.0167578125086108,2013
"731",27,"25 to 29","Female","Global","Ischemic heart disease",3.48159750734562e-05,0.0315935792354452,2013
"732",27,"25 to 29","Female","Global","Ischemic stroke",4.09468063027549e-06,0.00145647830257774,2013
"733",27,"25 to 29","Male","Global","Hypertensive heart disease",3.7909520721877e-06,0.0450990137746929,2013
"734",27,"25 to 29","Male","Global","Intracerebral hemorrhage",2.89937654837497e-05,0.0316551902247946,2013
"735",27,"25 to 29","Male","Global","Ischemic heart disease",7.43611352306218e-05,0.0572012128138086,2013
"736",27,"25 to 29","Male","Global","Ischemic stroke",4.84151390262997e-06,0.00242208804028865,2013
"737",32,"30 to 34","Female","Global","Hypertensive heart disease",7.06921629861143e-06,0.0544006407409967,2013
"738",32,"30 to 34","Female","Global","Intracerebral hemorrhage",3.12326232300708e-05,0.0209946999041065,2013
"739",32,"30 to 34","Female","Global","Ischemic heart disease",6.35729442987736e-05,0.0267709547641769,2013
"740",32,"30 to 34","Female","Global","Ischemic stroke",6.51029266985422e-06,0.00189527263120192,2013
"741",32,"30 to 34","Male","Global","Hypertensive heart disease",8.05890248623114e-06,0.045356601469393,2013
"742",32,"30 to 34","Male","Global","Intracerebral hemorrhage",5.45734532762467e-05,0.0421934945867574,2013
"743",32,"30 to 34","Male","Global","Ischemic heart disease",0.00015678184386301,0.0531157784309988,2013
"744",32,"30 to 34","Male","Global","Ischemic stroke",8.45013131950855e-06,0.00337917944163132,2013
"745",37,"35 to 39","Female","Global","Hypertensive heart disease",1.28731749451848e-05,0.0549423961995293,2013
"746",37,"35 to 39","Female","Global","Intracerebral hemorrhage",5.91741098971297e-05,0.0298636970928617,2013
"747",37,"35 to 39","Female","Global","Ischemic heart disease",0.000102094576153822,0.0229714765382991,2013
"748",37,"35 to 39","Female","Global","Ischemic stroke",1.14918850899891e-05,0.00264382034117219,2013
"749",37,"35 to 39","Male","Global","Hypertensive heart disease",1.53237691268304e-05,0.0495706997961,2013
"750",37,"35 to 39","Male","Global","Intracerebral hemorrhage",0.00010595689740209,0.0550037084600787,2013
"751",37,"35 to 39","Male","Global","Ischemic heart disease",0.000278496177267253,0.0471964080499846,2013
"752",37,"35 to 39","Male","Global","Ischemic stroke",1.5737335393238e-05,0.00479446340370845,2013
"753",42,"40 to 44","Female","Global","Hypertensive heart disease",2.39906682233164e-05,0.0514993260772482,2013
"754",42,"40 to 44","Female","Global","Intracerebral hemorrhage",0.000120170979687359,0.0440962855303609,2013
"755",42,"40 to 44","Female","Global","Ischemic heart disease",0.000188095674395708,0.023681945998656,2013
"756",42,"40 to 44","Female","Global","Ischemic stroke",2.32823830447773e-05,0.00406214661688399,2013
"757",42,"40 to 44","Male","Global","Hypertensive heart disease",3.17593037423195e-05,0.0524960406179778,2013
"758",42,"40 to 44","Male","Global","Intracerebral hemorrhage",0.000220047818172677,0.0746866619677689,2013
"759",42,"40 to 44","Male","Global","Ischemic heart disease",0.000519744377568578,0.0455262667384305,2013
"760",42,"40 to 44","Male","Global","Ischemic stroke",3.46113406961992e-05,0.00758563519061306,2013
"761",47,"45 to 49","Female","Global","Hypertensive heart disease",4.6261485526858e-05,0.0421215080795326,2013
"762",47,"45 to 49","Female","Global","Intracerebral hemorrhage",0.000212559820698905,0.0533527168860255,2013
"763",47,"45 to 49","Female","Global","Ischemic heart disease",0.000330135637878369,0.0248811589374598,2013
"764",47,"45 to 49","Female","Global","Ischemic stroke",4.33836678202718e-05,0.00528277551931416,2013
"765",47,"45 to 49","Male","Global","Hypertensive heart disease",5.85340967573783e-05,0.0416803108911773,2013
"766",47,"45 to 49","Male","Global","Intracerebral hemorrhage",0.000351098980825757,0.075992126603504,2013
"767",47,"45 to 49","Male","Global","Ischemic heart disease",0.000948665128124204,0.0440932488553927,2013
"768",47,"45 to 49","Male","Global","Ischemic stroke",7.85342742242803e-05,0.0111553094244743,2013
"769",52,"50 to 54","Female","Global","Hypertensive heart disease",8.34605497139809e-05,0.0423725392331681,2013
"770",52,"50 to 54","Female","Global","Intracerebral hemorrhage",0.000390326374260503,0.0704140480575985,2013
"771",52,"50 to 54","Female","Global","Ischemic heart disease",0.000558672353142585,0.0248378996737234,2013
"772",52,"50 to 54","Female","Global","Ischemic stroke",9.27020642027859e-05,0.00765935291123471,2013
